ENSMUSG00000026141	Col19a1	Gene Expression
ENSMUSG00000077463	Gm26418	Gene Expression
ENSMUSG00000067736	Gm10222	Gene Expression
ENSMUSG00000073725	Lmbrd1	Gene Expression
ENSMUSG00000033569	Bai3	Gene Expression
ENSMUSG00000096866	Gm22260	Gene Expression
ENSMUSG00000084740	Gm25294	Gene Expression
ENSMUSG00000052558	Gm9884	Gene Expression
ENSMUSG00000088111	Gm24064	Gene Expression
ENSMUSG00000073722	4931408C20Rik	Gene Expression
ENSMUSG00000095256	n-R5s209	Gene Expression
ENSMUSG00000048411	Gm597	Gene Expression
ENSMUSG00000064433	Gm25586	Gene Expression
ENSMUSG00000080625	Gm22679	Gene Expression
ENSMUSG00000080391	Gm23785	Gene Expression
ENSMUSG00000099257	mmu-mir-6342	Gene Expression
ENSMUSG00000096829	Gm23771	Gene Expression
ENSMUSG00000098883	AC132241.1	Gene Expression
ENSMUSG00000053185	Gm9898	Gene Expression
ENSMUSG00000048874	Phf3	Gene Expression
ENSMUSG00000026064	Ptp4a1	Gene Expression
ENSMUSG00000086151	Gm5698	Gene Expression
ENSMUSG00000087346	Gm5699	Gene Expression
ENSMUSG00000098529	5S_rRNA	Gene Expression
ENSMUSG00000086727	4931428L18Rik	Gene Expression
ENSMUSG00000050217	Lgsn	Gene Expression
ENSMUSG00000026063	Pih1d3	Gene Expression
ENSMUSG00000077664	Gm26145	Gene Expression
ENSMUSG00000094215	Gm6489	Gene Expression
ENSMUSG00000088620	Gm23032	Gene Expression
ENSMUSG00000026058	Khdrbs2	Gene Expression
ENSMUSG00000064688	Gm25814	Gene Expression
ENSMUSG00000091318	Gm5415	Gene Expression
ENSMUSG00000089489	Gm24732	Gene Expression
ENSMUSG00000089395	Gm23024	Gene Expression
ENSMUSG00000088750	Gm24901	Gene Expression
ENSMUSG00000065223	Gm25792	Gene Expression
ENSMUSG00000065260	Gm23453	Gene Expression
ENSMUSG00000026134	Prim2	Gene Expression
ENSMUSG00000044744	1700001G17Rik	Gene Expression
ENSMUSG00000004768	Rab23	Gene Expression
ENSMUSG00000042215	Bag2	Gene Expression
ENSMUSG00000042197	Zfp451	Gene Expression
ENSMUSG00000042182	Bend6	Gene Expression
ENSMUSG00000026131	Dst	Gene Expression
ENSMUSG00000084506	Gm23792	Gene Expression
ENSMUSG00000096992	Gm26788	Gene Expression
ENSMUSG00000098168	D630036G22Rik	Gene Expression
ENSMUSG00000092852	Mir5103	Gene Expression
ENSMUSG00000042111	Ccdc115	Gene Expression
ENSMUSG00000026127	Imp4	Gene Expression
ENSMUSG00000026126	Ptpn18	Gene Expression
ENSMUSG00000026125	Prss39	Gene Expression
ENSMUSG00000026124	Cfc1	Gene Expression
ENSMUSG00000037529	Prss40	Gene Expression
ENSMUSG00000045815	1700101I19Rik	Gene Expression
ENSMUSG00000045174	Amer3	Gene Expression
ENSMUSG00000037509	Arhgef4	Gene Expression
ENSMUSG00000037503	Fam168b	Gene Expression
ENSMUSG00000026123	Plekhb2	Gene Expression
ENSMUSG00000077231	Gm25096	Gene Expression
ENSMUSG00000064601	Gm25634	Gene Expression
ENSMUSG00000045216	Hs6st1	Gene Expression
ENSMUSG00000037470	Uggt1	Gene Expression
ENSMUSG00000098752	mmu-mir-6897	Gene Expression
ENSMUSG00000047180	Neurl3	Gene Expression
ENSMUSG00000037447	Arid5a	Gene Expression
ENSMUSG00000010453	Kansl3	Gene Expression
ENSMUSG00000098680	mmu-mir-6898	Gene Expression
ENSMUSG00000001143	Lman2l	Gene Expression
ENSMUSG00000037408	Cnnm4	Gene Expression
ENSMUSG00000001138	Cnnm3	Gene Expression
ENSMUSG00000067653	Ankrd23	Gene Expression
ENSMUSG00000079610	Ankrd39	Gene Expression
ENSMUSG00000026121	Sema4c	Gene Expression
ENSMUSG00000087589	D430040D24Rik	Gene Expression
ENSMUSG00000046337	Fam178b	Gene Expression
ENSMUSG00000077939	Gm24133	Gene Expression
ENSMUSG00000061518	Cox5b	Gene Expression
ENSMUSG00000037351	Actr1b	Gene Expression
ENSMUSG00000026117	Zap70	Gene Expression
ENSMUSG00000026116	Tmem131	Gene Expression
ENSMUSG00000095944	n-R5s210	Gene Expression
ENSMUSG00000050122	Vwa3b	Gene Expression
ENSMUSG00000026115	Vwa3b	Gene Expression
ENSMUSG00000026114	Cnga3	Gene Expression
ENSMUSG00000026113	Inpp4a	Gene Expression
ENSMUSG00000086064	4930439A04Rik	Gene Expression
ENSMUSG00000026112	Coa5	Gene Expression
ENSMUSG00000026111	Unc50	Gene Expression
ENSMUSG00000026110	Mgat4a	Gene Expression
ENSMUSG00000026090	2010300C02Rik	Gene Expression
ENSMUSG00000089767	4930556I23Rik	Gene Expression
ENSMUSG00000060771	Tsga10	Gene Expression
ENSMUSG00000097268	Gm26805	Gene Expression
ENSMUSG00000037216	Lipt1	Gene Expression
ENSMUSG00000026088	Mitd1	Gene Expression
ENSMUSG00000026087	Mrpl30	Gene Expression
ENSMUSG00000061584	Lyg2	Gene Expression
ENSMUSG00000087374	Gm15457	Gene Expression
ENSMUSG00000026085	Lyg1	Gene Expression
ENSMUSG00000089141	Gm23409	Gene Expression
ENSMUSG00000058407	Txndc9	Gene Expression
ENSMUSG00000026083	Eif5b	Gene Expression
ENSMUSG00000026082	Rev1	Gene Expression
ENSMUSG00000037138	Aff3	Gene Expression
ENSMUSG00000085391	Gm16150	Gene Expression
ENSMUSG00000085280	Gm16151	Gene Expression
ENSMUSG00000087131	Gm16152	Gene Expression
ENSMUSG00000048814	Lonrf2	Gene Expression
ENSMUSG00000026080	Chst10	Gene Expression
ENSMUSG00000067604	Nms	Gene Expression
ENSMUSG00000026078	Pdcl3	Gene Expression
ENSMUSG00000098833	mmu-mir-6349	Gene Expression
ENSMUSG00000026077	Npas2	Gene Expression
ENSMUSG00000073702	Rpl31	Gene Expression
ENSMUSG00000003134	Tbc1d8	Gene Expression
ENSMUSG00000065629	Gm24826	Gene Expression
ENSMUSG00000003135	Cnot11	Gene Expression
ENSMUSG00000085894	Gm15832	Gene Expression
ENSMUSG00000077704	Snord89	Gene Expression
ENSMUSG00000048234	Rnf149	Gene Expression
ENSMUSG00000064936	Gm23722	Gene Expression
ENSMUSG00000050967	Creg2	Gene Expression
ENSMUSG00000097083	D930019O06Rik	Gene Expression
ENSMUSG00000057173	Rfx8	Gene Expression
ENSMUSG00000091937	Gm3646	Gene Expression
ENSMUSG00000026074	Map4k4	Gene Expression
ENSMUSG00000097899	Gm16894	Gene Expression
ENSMUSG00000026073	Il1r2	Gene Expression
ENSMUSG00000026072	Il1r1	Gene Expression
ENSMUSG00000070942	Il1rl2	Gene Expression
ENSMUSG00000026069	Il1rl1	Gene Expression
ENSMUSG00000026070	Il18r1	Gene Expression
ENSMUSG00000026068	Il18rap	Gene Expression
ENSMUSG00000026065	Slc9a4	Gene Expression
ENSMUSG00000026062	Slc9a2	Gene Expression
ENSMUSG00000041945	Mfsd9	Gene Expression
ENSMUSG00000079588	Tmem182	Gene Expression
ENSMUSG00000053640	Gm9915	Gene Expression
ENSMUSG00000060424	2610017I09Rik	Gene Expression
ENSMUSG00000093436	Gm20646	Gene Expression
ENSMUSG00000045515	Pou3f3	Gene Expression
ENSMUSG00000097063	2610207O16Rik	Gene Expression
ENSMUSG00000060679	Mrps9	Gene Expression
ENSMUSG00000077448	Gm23126	Gene Expression
ENSMUSG00000041907	Gpr45	Gene Expression
ENSMUSG00000096364	Gpr45	Gene Expression
ENSMUSG00000089088	Gm24001	Gene Expression
ENSMUSG00000070939	Tgfbrap1	Gene Expression
ENSMUSG00000041878	8430432A02Rik	Gene Expression
ENSMUSG00000010290	AI597479	Gene Expression
ENSMUSG00000008136	Fhl2	Gene Expression
ENSMUSG00000066877	Nck2	Gene Expression
ENSMUSG00000026051	1500015O10Rik	Gene Expression
ENSMUSG00000057363	Uxs1	Gene Expression
ENSMUSG00000088848	Gm26352	Gene Expression
ENSMUSG00000095757	Gm24180	Gene Expression
ENSMUSG00000041763	Tpp2	Gene Expression
ENSMUSG00000047343	Mettl21c	Gene Expression
ENSMUSG00000091844	Gm8251	Gene Expression
ENSMUSG00000026049	Tex30	Gene Expression
ENSMUSG00000026047	Kdelc1	Gene Expression
ENSMUSG00000041684	Bivm	Gene Expression
ENSMUSG00000026048	Ercc5	Gene Expression
ENSMUSG00000046828	Mettl21e	Gene Expression
ENSMUSG00000056870	Gulp1	Gene Expression
ENSMUSG00000026043	Col3a1	Gene Expression
ENSMUSG00000026042	Col5a2	Gene Expression
ENSMUSG00000095121	Gm23216	Gene Expression
ENSMUSG00000065255	Gm23974	Gene Expression
ENSMUSG00000087764	Gm23984	Gene Expression
ENSMUSG00000025995	Wdr75	Gene Expression
ENSMUSG00000098549	Gm5269	Gene Expression
ENSMUSG00000025993	Slc40a1	Gene Expression
ENSMUSG00000070896	Rpl23a-ps1	Gene Expression
ENSMUSG00000044457	Gm4776	Gene Expression
ENSMUSG00000041144	Dnah7b	Gene Expression
ENSMUSG00000096047	n-R5s211	Gene Expression
ENSMUSG00000095861	Dnah7c	Gene Expression
ENSMUSG00000025986	Slc39a10	Gene Expression
ENSMUSG00000098876	mmu-mir-6350	Gene Expression
ENSMUSG00000094968	Gm22419	Gene Expression
ENSMUSG00000088017	Gm23829	Gene Expression
ENSMUSG00000064943	Gm23240	Gene Expression
ENSMUSG00000092790	Gm22693	Gene Expression
ENSMUSG00000051616	C230029F24Rik	Gene Expression
ENSMUSG00000098249	PCGEM1	Gene Expression
ENSMUSG00000084531	Gm25843	Gene Expression
ENSMUSG00000026109	Tmeff2	Gene Expression
ENSMUSG00000092906	Gm25736	Gene Expression
ENSMUSG00000045954	Sdpr	Gene Expression
ENSMUSG00000026107	Nabp1	Gene Expression
ENSMUSG00000018417	Myo1b	Gene Expression
ENSMUSG00000099135	SNORA7	Gene Expression
ENSMUSG00000072324	Gm8420	Gene Expression
ENSMUSG00000062939	Stat4	Gene Expression
ENSMUSG00000078291	Gm3940	Gene Expression
ENSMUSG00000026104	Stat1	Gene Expression
ENSMUSG00000026103	Gls	Gene Expression
ENSMUSG00000065192	Gm23460	Gene Expression
ENSMUSG00000002881	Nab1	Gene Expression
ENSMUSG00000043015	Tmem194b	Gene Expression
ENSMUSG00000041439	Mfsd6	Gene Expression
ENSMUSG00000026102	Inpp1	Gene Expression
ENSMUSG00000041426	Hibch	Gene Expression
ENSMUSG00000043629	1700019D03Rik	Gene Expression
ENSMUSG00000026100	Mstn	Gene Expression
ENSMUSG00000089334	Gm24349	Gene Expression
ENSMUSG00000060715	1700019A02Rik	Gene Expression
ENSMUSG00000026098	Pms1	Gene Expression
ENSMUSG00000026097	Ormdl1	Gene Expression
ENSMUSG00000026096	Osgepl1	Gene Expression
ENSMUSG00000026095	Asnsd1	Gene Expression
ENSMUSG00000096141	Dnah7a	Gene Expression
ENSMUSG00000092657	Gm25240	Gene Expression
ENSMUSG00000026094	Stk17b	Gene Expression
ENSMUSG00000042807	Hecw2	Gene Expression
ENSMUSG00000098443	mmu-mir-7681	Gene Expression
ENSMUSG00000087949	Gm24251	Gene Expression
ENSMUSG00000094013	Gm25829	Gene Expression
ENSMUSG00000025983	Ccdc150	Gene Expression
ENSMUSG00000041303	Gtf3c3	Gene Expression
ENSMUSG00000073678	Pgap1	Gene Expression
ENSMUSG00000052331	Ankrd44	Gene Expression
ENSMUSG00000089245	Gm24053	Gene Expression
ENSMUSG00000025982	Sf3b1	Gene Expression
ENSMUSG00000025981	Coq10b	Gene Expression
ENSMUSG00000025980	Hspd1	Gene Expression
ENSMUSG00000073676	Hspe1	Gene Expression
ENSMUSG00000025979	Mob4	Gene Expression
ENSMUSG00000025978	Rftn2	Gene Expression
ENSMUSG00000097649	Gm10561	Gene Expression
ENSMUSG00000046994	Mars2	Gene Expression
ENSMUSG00000025977	Boll	Gene Expression
ENSMUSG00000038349	Plcl1	Gene Expression
ENSMUSG00000045336	Hsfy2	Gene Expression
ENSMUSG00000038331	Satb2	Gene Expression
ENSMUSG00000087022	9130024F11Rik	Gene Expression
ENSMUSG00000094128	Gm23943	Gene Expression
ENSMUSG00000097519	4930558J18Rik	Gene Expression
ENSMUSG00000038323	1700066M21Rik	Gene Expression
ENSMUSG00000048495	Tyw5	Gene Expression
ENSMUSG00000025971	9430016H08Rik	Gene Expression
ENSMUSG00000077776	Gm22371	Gene Expression
ENSMUSG00000088353	Gm24014	Gene Expression
ENSMUSG00000038305	Spats2l	Gene Expression
ENSMUSG00000091283	Gm17234	Gene Expression
ENSMUSG00000054770	Kctd18	Gene Expression
ENSMUSG00000026039	Sgol2	Gene Expression
ENSMUSG00000063558	Aox1	Gene Expression
ENSMUSG00000064294	Aox3	Gene Expression
ENSMUSG00000089275	Gm24548	Gene Expression
ENSMUSG00000038242	Aox4	Gene Expression
ENSMUSG00000089822	Gm15759	Gene Expression
ENSMUSG00000079554	Aox2	Gene Expression
ENSMUSG00000051223	Bzw1	Gene Expression
ENSMUSG00000026034	Clk1	Gene Expression
ENSMUSG00000026035	Ppil3	Gene Expression
ENSMUSG00000026036	Nif3l1	Gene Expression
ENSMUSG00000026037	Orc2	Gene Expression
ENSMUSG00000094245	Gm23966	Gene Expression
ENSMUSG00000085054	Gm15834	Gene Expression
ENSMUSG00000038174	Fam126b	Gene Expression
ENSMUSG00000026032	Ndufb3	Gene Expression
ENSMUSG00000059647	Gm10068	Gene Expression
ENSMUSG00000047528	Als2cr12	Gene Expression
ENSMUSG00000026031	Cflar	Gene Expression
ENSMUSG00000026029	Casp8	Gene Expression
ENSMUSG00000026028	Trak2	Gene Expression
ENSMUSG00000026027	Stradb	Gene Expression
ENSMUSG00000047383	Als2cr11	Gene Expression
ENSMUSG00000072295	Als2cr11	Gene Expression
ENSMUSG00000077616	Gm25502	Gene Expression
ENSMUSG00000038079	Tmem237	Gene Expression
ENSMUSG00000097573	G730003C15Rik	Gene Expression
ENSMUSG00000079550	Mpp4	Gene Expression
ENSMUSG00000026024	Als2	Gene Expression
ENSMUSG00000026023	Cdk15	Gene Expression
ENSMUSG00000041075	Fzd7	Gene Expression
ENSMUSG00000097819	Gm26813	Gene Expression
ENSMUSG00000047361	Gm973	Gene Expression
ENSMUSG00000089276	Gm24545	Gene Expression
ENSMUSG00000026021	Sumo1	Gene Expression
ENSMUSG00000026020	Nop58	Gene Expression
ENSMUSG00000077345	Snord70	Gene Expression
ENSMUSG00000077358	Gm26293	Gene Expression
ENSMUSG00000089512	Gm26287	Gene Expression
ENSMUSG00000089093	Snord11	Gene Expression
ENSMUSG00000067336	Bmpr2	Gene Expression
ENSMUSG00000041040	Fam117b	Gene Expression
ENSMUSG00000026018	Ica1l	Gene Expression
ENSMUSG00000026019	Wdr12	Gene Expression
ENSMUSG00000026017	Carf	Gene Expression
ENSMUSG00000073664	Nbeal1	Gene Expression
ENSMUSG00000049439	Cyp20a1	Gene Expression
ENSMUSG00000026782	Abi2	Gene Expression
ENSMUSG00000026014	Raph1	Gene Expression
ENSMUSG00000088973	Gm23762	Gene Expression
ENSMUSG00000026012	Cd28	Gene Expression
ENSMUSG00000086795	Gm11579	Gene Expression
ENSMUSG00000085965	2310016D23Rik	Gene Expression
ENSMUSG00000026011	Ctla4	Gene Expression
ENSMUSG00000026009	Icos	Gene Expression
ENSMUSG00000085248	Gm11587	Gene Expression
ENSMUSG00000085447	9530026F06Rik	Gene Expression
ENSMUSG00000086408	Gm11588	Gene Expression
ENSMUSG00000089546	Gm25839	Gene Expression
ENSMUSG00000086009	4930587A21Rik	Gene Expression
ENSMUSG00000052062	Pard3b	Gene Expression
ENSMUSG00000085842	4930448K12Rik	Gene Expression
ENSMUSG00000085019	Gm12747	Gene Expression
ENSMUSG00000085400	Gm11610	Gene Expression
ENSMUSG00000025969	Nrp2	Gene Expression
ENSMUSG00000040865	Ino80d	Gene Expression
ENSMUSG00000088953	Gm24942	Gene Expression
ENSMUSG00000084799	Gm11602	Gene Expression
ENSMUSG00000025968	Ndufs1	Gene Expression
ENSMUSG00000025967	Eef1b2	Gene Expression
ENSMUSG00000098850	uc_338	Gene Expression
ENSMUSG00000064612	Gm26457	Gene Expression
ENSMUSG00000064602	Snora41	Gene Expression
ENSMUSG00000046856	Gpr1	Gene Expression
ENSMUSG00000094290	Gm23611	Gene Expression
ENSMUSG00000086730	Gm11607	Gene Expression
ENSMUSG00000087561	Gm11608	Gene Expression
ENSMUSG00000092705	Gm24513	Gene Expression
ENSMUSG00000027520	Zdbf2	Gene Expression
ENSMUSG00000094214	Gm23448	Gene Expression
ENSMUSG00000025964	Adam23	Gene Expression
ENSMUSG00000087823	Gm22281	Gene Expression
ENSMUSG00000069085	Dytn	Gene Expression
ENSMUSG00000025963	Mdh1b	Gene Expression
ENSMUSG00000025962	Fastkd2	Gene Expression
ENSMUSG00000025961	4933402D24Rik	Gene Expression
ENSMUSG00000044689	Gm13749	Gene Expression
ENSMUSG00000025959	Klf7	Gene Expression
ENSMUSG00000097272	Gm26649	Gene Expression
ENSMUSG00000098487	mmu-mir-6899	Gene Expression
ENSMUSG00000086836	Gm13748	Gene Expression
ENSMUSG00000093228	Gm25748	Gene Expression
ENSMUSG00000025958	Creb1	Gene Expression
ENSMUSG00000025956	Mettl21a	Gene Expression
ENSMUSG00000087213	2810408I11Rik	Gene Expression
ENSMUSG00000070871	Ccnyl1	Gene Expression
ENSMUSG00000045005	Fzd5	Gene Expression
ENSMUSG00000051344	Plekhm3	Gene Expression
ENSMUSG00000077471	Gm24788	Gene Expression
ENSMUSG00000025955	Akr1cl	Gene Expression
ENSMUSG00000070870	Cryge	Gene Expression
ENSMUSG00000067299	Crygd	Gene Expression
ENSMUSG00000025952	Crygc	Gene Expression
ENSMUSG00000073658	Crygb	Gene Expression
ENSMUSG00000044429	Cryga	Gene Expression
ENSMUSG00000044816	D630023F18Rik	Gene Expression
ENSMUSG00000025950	Idh1	Gene Expression
ENSMUSG00000025949	Pikfyve	Gene Expression
ENSMUSG00000025946	Pth2r	Gene Expression
ENSMUSG00000025945	Crygf	Gene Expression
ENSMUSG00000015222	Map2	Gene Expression
ENSMUSG00000088850	Gm24729	Gene Expression
ENSMUSG00000073656	Gm10558	Gene Expression
ENSMUSG00000065694	Gm25411	Gene Expression
ENSMUSG00000055567	Unc80	Gene Expression
ENSMUSG00000026005	Rpe	Gene Expression
ENSMUSG00000026004	Kansl1l	Gene Expression
ENSMUSG00000026003	Acadl	Gene Expression
ENSMUSG00000089420	Gm26010	Gene Expression
ENSMUSG00000077328	Gm25832	Gene Expression
ENSMUSG00000061816	Myl1	Gene Expression
ENSMUSG00000026000	Lancl1	Gene Expression
ENSMUSG00000025991	Cps1	Gene Expression
ENSMUSG00000086204	Gm15668	Gene Expression
ENSMUSG00000077745	Gm26342	Gene Expression
ENSMUSG00000095282	Gm22548	Gene Expression
ENSMUSG00000085075	Gm15669	Gene Expression
ENSMUSG00000096031	Gm23189	Gene Expression
ENSMUSG00000087329	Gm15671	Gene Expression
ENSMUSG00000062209	Erbb4	Gene Expression
ENSMUSG00000080539	Gm25542	Gene Expression
ENSMUSG00000087514	Gm16076	Gene Expression
ENSMUSG00000025997	Ikzf2	Gene Expression
ENSMUSG00000053153	Spag16	Gene Expression
ENSMUSG00000089345	Gm22665	Gene Expression
ENSMUSG00000080524	Gm23879	Gene Expression
ENSMUSG00000075952	Gm23422	Gene Expression
ENSMUSG00000045648	Vwc2l	Gene Expression
ENSMUSG00000026196	Bard1	Gene Expression
ENSMUSG00000050296	Abca12	Gene Expression
ENSMUSG00000026192	Atic	Gene Expression
ENSMUSG00000026193	Fn1	Gene Expression
ENSMUSG00000073652	Apol7d	Gene Expression
ENSMUSG00000039395	Mreg	Gene Expression
ENSMUSG00000094655	Gm25360	Gene Expression
ENSMUSG00000097131	D230017M19Rik	Gene Expression
ENSMUSG00000094050	Gm23472	Gene Expression
ENSMUSG00000093956	Gm24497	Gene Expression
ENSMUSG00000093843	Gm25939	Gene Expression
ENSMUSG00000026189	Pecr	Gene Expression
ENSMUSG00000026188	Tmem169	Gene Expression
ENSMUSG00000026187	Xrcc5	Gene Expression
ENSMUSG00000039372	March4	Gene Expression
ENSMUSG00000039354	Smarcal1	Gene Expression
ENSMUSG00000039342	Ankar	Gene Expression
